283;Restaurant; black pepper ; 黑椒; hākjīu;file:///android_asset/restaurant.png
284;Restaurant; butter ; 牛油; ngàuhyàuh;file:///android_asset/restaurant.png
285;Restaurant;" Excuse me, waiter? (''getting attention of server'')"; 侍應唔該.; Sihying m̀h'gōi.;file:///android_asset/restaurant.png
286;Restaurant; I'm finished. ; 食完嘅喇.; Sihkyùhn gela.;file:///android_asset/restaurant.png
287;Restaurant; It was delicious. ; 好食.; Hóusihk;file:///android_asset/restaurant.png
288;Restaurant; Please clear the plates. ; 唔該幫我清下張枱.; M̀h' gōi bōng ngóh chīng-háh jēung tói.;file:///android_asset/restaurant.png
289;Restaurant;" The check, please. ";" 埋單, 唔該.";" Màaihdāan, m̀h'gōi.";file:///android_asset/restaurant.png
290;Bar; Do you serve alcohol? ; 你哋有冇酒飲嘎?; Néihdeih yáuh-móuh jáu yám gah?;file:///android_asset/bar.png
291;Bar; Is there table service? ; 有冇侍應埋枱嘎?; Yáuh-móuh sihying màai tói gah?;file:///android_asset/bar.png
292;Bar;" A beer/two beers, please. ";" 一/兩杯 啤酒, 唔該.";" Yāt/léuhng būi bējáu, m̀h'gōi.";file:///android_asset/bar.png
293;Bar;" A glass of red/white wine, please. ";" 一杯 紅/白 酒, 唔該. ";"Yāt būi hùhng/baahk jáu, m̀h'gōi.";file:///android_asset/bar.png
294;Bar;" A pint, please. ";" 一 pint, 唔該.";" Yāt ''pint'', m̀h'gōi.";file:///android_asset/bar.png
295;Bar;" A bottle, please. ";" 一樽, 唔該. ";"Yāt jēun, m̀h'gōi.";file:///android_asset/bar.png
296;Bar;" _____ (''hard liquor'') and _____ (''mixer''), please. ";" _____同_____, 唔該.";" _____ tùhng _____, m̀h'gōi.";file:///android_asset/bar.png
297;Bar; whiskey ; 威士忌; wāisigéi;file:///android_asset/bar.png
298;Bar; vodka ; 伏特加; fuhkdahkgā;file:///android_asset/bar.png
299;Bar; rum ; 冧酒; lāmjáu;file:///android_asset/bar.png
300;Bar; water ; 水; séui;file:///android_asset/bar.png
301;Bar; club soda ; 梳打水; sōdá séui;file:///android_asset/bar.png
302;Bar; tonic water ; 湯力水; tōnglihk séui;file:///android_asset/bar.png
303;Bar; orange juice ; 橙汁; cháangjāp;file:///android_asset/bar.png
304;Bar; Coke (''soda'') ; 可樂; hólohk;file:///android_asset/bar.png
305;Bar; Do you have any bar snacks? ; 你哋有冇小食嘎?; Néihdeih yáuh-móuh síusihk gah?;file:///android_asset/bar.png
306;Bar;" One more (cup/bottle), please. ";" 要多一 杯/樽, 唔該.";" Yiu dō yāt būi/jēun, m̀h'gōi.";file:///android_asset/bar.png
307;Bar; When is closing time? ; 幾點柵門嘎?; Géidím sāanmùhn gaa?;file:///android_asset/bar.png
308;Bar; Cheers! ; 飲杯!; Yámbūi!;file:///android_asset/bar.png
309;Shopping; Do you have this in my size? ; 呢件有冇我個碼呀?; Nī gihn yáuh-móuh ngóh go má a?;file:///android_asset/shopping.png
310;Shopping; How much? ; 幾多錢呀?; Géidō chín a?;file:///android_asset/shopping.png
311;Shopping; That's too expensive. ; 太貴啦.; Taai gwai la.;file:///android_asset/shopping.png
312;Shopping; Would you take _____? ; 收唔收_____嘎?; Sāu-m̀h-sāu _____ gah?;file:///android_asset/shopping.png
313;Shopping; expensive ; 貴; gwai;file:///android_asset/shopping.png
314;Shopping; cheap ; 平; pèhng;file:///android_asset/shopping.png
315;Shopping; I can't afford it. ; 我俾唔起.; Ngóh béi m̀h héi.;file:///android_asset/shopping.png
316;Shopping; I don't want it. ; 我唔想要.; Ngóh m̀h séung yiu.;file:///android_asset/shopping.png
317;Shopping; You're cheating me. ; 你呃緊我嘅.; Néih āk gán ngóh gé.;file:///android_asset/shopping.png
318;Shopping; I'm not interested. ; 我冇興趣.; Ngóh móuh hing cheui.;file:///android_asset/shopping.png
319;Shopping;" OK, I'll take it. ";" 好, 我要呢件.";" Hóu, ngóh yiu nī gihn.";file:///android_asset/shopping.png
320;Shopping; Can I have a bag? ; 可唔可以俾個袋我呀?; Hó-m̀h-hó'yi béi go dói ngóh a?;file:///android_asset/shopping.png
321;Shopping; Do you ship (overseas)? ; 你哋送唔送貨(去外國)嘎?; Néihdeih sung-m̀h-sung fo (heui ngoihgwok) gah?;file:///android_asset/shopping.png
322;Shopping; I need... ; 我要...; Ngóh yiu…;file:///android_asset/shopping.png
323;Shopping; ...toothpaste. ; ...牙膏.; ngàh gōu.;file:///android_asset/shopping.png
324;Shopping; ...a toothbrush. ; ...牙刷.; ngàh chaat.;file:///android_asset/shopping.png
325;Shopping; ...tampons. ; ...衛生巾.; waihsāng'gān.;file:///android_asset/shopping.png
326;Shopping; ...soap. ; ...番挸.; fāan'gáan.;file:///android_asset/shopping.png
327;Shopping; ...shampoo. ; ...洗頭水.; sái'tàuhséui.;file:///android_asset/shopping.png
328;Shopping;" ...pain reliever. (''e.g., aspirin or ibuprofen'') "; ...止痛藥.; jí'tung yeuhk.;file:///android_asset/shopping.png
329;Shopping; ...cold medicine. ; ...感冒藥.; gám'mouh yeuhk.;file:///android_asset/shopping.png
330;Shopping; ...stomach medicine. ; ...胃藥.; waih yeuhk.;file:///android_asset/shopping.png
331;Shopping; ...a razor. ; ...剃鬚刀.; taisōudōu.;file:///android_asset/shopping.png
332;Shopping; ...an umbrella. ; ...遮.; jē.;file:///android_asset/shopping.png
333;Shopping; ...sunblock lotion. ; ...太陽油.; taaiyèuhngyàuh.;file:///android_asset/shopping.png
334;Shopping; ...a postcard. ; ...名信片.; mìhngseunpín.;file:///android_asset/shopping.png
335;Shopping; ...postage stamps. ; ...郵票.; yàuhpiu.;file:///android_asset/shopping.png
336;Shopping; ...batteries. ; ...電池.; dihnchìh.;file:///android_asset/shopping.png
337;Shopping; ...writing paper. ; ...信紙.; seunjí.;file:///android_asset/shopping.png
338;Shopping; ...a pen. ; ...筆.; bāt.;file:///android_asset/shopping.png
339;Shopping; ...English-language books. ; ...英文書.; Yīngmàhn syū.;file:///android_asset/shopping.png
340;Shopping; ...English-language magazines. ; ...英文雜誌.; Yīngmàhn jaahpji.;file:///android_asset/shopping.png
341;Shopping; ...an English-language newspaper. ; ...英文報紙.; Yīngmàhn boují.;file:///android_asset/shopping.png
342;Shopping; ...an English-English dictionary. ; ...英英字典.; Yīngyīng jihdín.;file:///android_asset/shopping.png
343;Getting Around; I want to rent a car. ; 我想租車.; Ngóh séung jōu chē.;file:///android_asset/getting_around.png
344;Getting Around; Can I get insurance? ; 邊度可以買保險嘎?; Bīndouh hó'yi máaih bóu hím gah?;file:///android_asset/getting_around.png
345;Getting Around; stop (''on a street sign'') ; 停; tìhng;file:///android_asset/getting_around.png
346;Getting Around; one way ; 單程路; dāanchìhnglouh;file:///android_asset/getting_around.png
347;Getting Around; yield ; 讓; yeuhng;file:///android_asset/getting_around.png
348;Getting Around; no parking ; 不准泊車; bātjéun paakchē;file:///android_asset/getting_around.png
349;Getting Around; speed limit ; 速度限制; chūkdouh haahnjai;file:///android_asset/getting_around.png
350;Getting Around; gas (''petrol'') station ; 油站; yàuhjaahm;file:///android_asset/getting_around.png
351;Getting Around; petrol ; 汽油; heiyàuh;file:///android_asset/getting_around.png
352;Getting Around; diesel ; 柴油; chàaihyàuh;file:///android_asset/getting_around.png
